id,text,class,sentiment,label
861,"Thank you Dr Sani, Dr Shah & Dr Rais and all the service staff nurse here",,,1Positive#Staff
862,Thanks to Dr guan and all the nurses for the good service.,,,1Positive#Staff
863,Thanks you to dr hanisah for assisting me in my delivery of my baby and also thanks to nurses especially staff nurse che chu bee and staff nurse zurina for the good service.,,,1Positive#Staff#Treatment
864,"Dr shankar and Dr Chuah - very patience and very professional . Thank you to doctor for saving my life .
Nurses - I have no word to describe how nice they're. Keep a good job .
Thanks to hire good staff for your hospital.",,,1Positive#Staff#Treatment
865,Thank you Dr Shahrudin & all O and G staff. Thank you for helping.Everything goes well. Alhamdulilla,,,1Positive#Staff
866,Dr Lee Choong Ming is great Peads Specialist in Pantai Hospital Melaka,,,1Positive#Staff
867,"Great service from Dr Hanisah and nurse shahanim, isabella",,,1Positive#Staff
868,Everything is good and the services are the best. Had a great session with Datuk Dr Fuad and he did a brilliant operation for me. Overall everything is very good n the nurses are so friendly,,,1Positive#Staff#Treatment
869,"Dr Guan Yong Khee (Haematologist) is a very professional, knowledgeable, a very good & kind Doctor to every patients. The most important is he is willing to spend time in explaining, giving opinion & advice to patient. My family felt confidence in his treatment. His nurse Fazlina also helpful as well.",,,1Positive#Staff#Treatment
870,Thanks doctor Muven and all the nurses for the good service to me when i was warded in the ward.,,,1Positive#Staff
871,"The overall service here is good, all the nurses and staffs are friendly, nice and caring! Thanks them so much.
Also special thanks to Dr Guan who is very helpful, experienced",,,1Positive#Staff
872,"All staff especially My Primary Consultant Dr Fabian,  Dr Khaw and Dr Gayatri help me all out during my treatment,  All Nurses at Wad 3 treating without failed, CS Mrs Sharon always visit patients and get feedback if got any problems",,,1Positive#Staff#Treatment
873,The overall service from hospital is very good. The Staffs were supportive and strong. Gratefulness to all the nurses. Administrations were amazing,,,1Positive#Staff
874,Specially thanks to Dr. Vishnu and also Pantai Hospital Ayer Keroh on my smooth delivery on 1st sept 2021. Baby was well taking care and I am able to have a good rest during my stay here.,,,1Positive#Staff#Treatment
875,I went to hospital pantai early this week to do my swab test. All the staff in charge were very polite and work efficiently. I waited for quite decent amount of time. Everything was smooth,,,1Positive#Staff
876,Thank you Datuk Dr Pang and all the nurses for the good service.The room is very comfortable and clean.The food is great.,,,1Positive#Facilities#Staff
877,"I am very satisfied to be vaccinated at Pantai hospital for the entire process were handled professionally by the staff, with detailed  information on the vaccines and it's application. Thank you for the wonderful experience.",,,1Positive#Staff#Treatment
878,"Thank you so much for taking care of my wife and me during our day in labour room, from the first step into our nervous journey for our first new born daughter. Exceptional service beyond expectation from Nurse Norsuhaila, Kaetling and …",,,1Positive#Staff#Treatment
879,"Thanks Datuk Doctor Fuad, Nurses and Physiotherapist for the good service",,,1Positive#Staff
880,"Datuk Dr Jairam and Dr Daniel have been very helpful professionally , considerate and kind.  We are very thankful for their care.  The ward and clinic staff have also been very professional and kind in their care.  Thank you to all staff of Pantai Medical Center, Air Keroh Melaka.",,,1Positive#Staff
881,Thank you  for the doc Norhayati & all the nurses for the good services..,,,1Positive#Staff
882,Very good experience. Doc and all nurse very professional. Thank you so much.,,,1Positive#Staff
883,"Thank you to Dr Idayu - a friendly and helpful doctor. And also thank you to labour room staff nurse Chi Chu Bee, Syamsul Azlina, Azilah & all the O and G staff nurses for the excellent service. Overall we are happy and satisfied with the great hospitality.",,,1Positive#Staff
884,Thanks Dr.Lim Eng Seng & nurses for the excellent service,,,1Positive#Staff
885,"Thanks to Dr Ravikumar, Doctor Cheng and all the nurses who take care of me during my stay, you all are very friendly.",,,1Positive#Staff
886,"Thanks for my doctor ,Dr Thim and  all nurse here .Very friendly and take care",,,1Positive#Staff
887,Thanks for the help from all the Doctors and Nurses. I’m enjoying the service here,,,1Positive#Staff
888,"I came to emergency department with chest pain, the emergency staffs and dr kamsida were very good in giving fast treatment. Then i was admitted in ICU , staffs who taking care of me very caring and helpful. I really thanks to Dr",,,1Positive#Staff#Treatment
889,"Great experience as a first timer. We barely waited to be helped when I checked in. The staff, Saro, Wendy, Nadia and Dr. Abu Bakar were all very friendly and helpful. I especially loved how Dr. Abu Bakar really took his time to explain my …",,,1Positive#Staff
890,"Dr Lim KC explained all details about my health.
Dr Yes BS also very good .
Nurses - all helpful and friendly …",,,1Positive#Staff#Treatment
891,good and prompt service in dr Vishnu clinic. Satisfied!,,,1Positive#Staff
892,"Everything went smoothly from the moments of our arrival until discharged. Special thanks to our Dr Tan Geok Kee and all the nurse in labour room such as Nurse Chi chu bee, zurina, kaetling & syilvia for helping my wife throughout this …",,,1Positive#Staff#Treatment
893,"Dr Abu Bakar and his nurses saro wendy and nadia have been giving thier excellent services, assistant and support since the first day my mom came to this clinic.",,,1Positive#Staff
894,"Dr Abu Bakar..
Very good explanation, and great doctor and he is  make sure everything is fine. …",,,1Positive#Staff#Treatment
895,"Thanks to DR LBY, nurses and practical students at paediatric ward for their effort helping my 3 daughters get better. Tip top services, cleanliness, and environment. Wish you all well.",,,1Positive#Facilities#Staff
896,Thanks to Dr. Lim AT and nurse for good services here.,,,1Positive#Staff
897,"Excellent labour experience with the best team like staff nurse Zurina, Chi Chu Bee and others. Thank you so much to Dr Idayu for her wonderful assistance before, during and after labour.",,,1Positive#Staff#Treatment
898,"Thanks Dr Ravi , Dr Hanisah for the good service.
Thanks to all the nurse especially Norpaizah , Anizan for the caring service to me .",,,1Positive#Staff
899,"Consulted Dr Tay Hui Sian, she is a very precise & detailed with her consultation. Very satisfied with her service. Her clinic nurse, Shuhadah is friendly & helpful.",,,1Positive#Staff#Treatment
900,"Thank you, Dr Vincent Tan and Dr Lim and all the nurses , I have bast servest.",,,1Positive#Staff
901,very good service. Million’s thanks to Dr Chow Yok Wai and nurses at Hospital Pantai Ayer Keroh.,,,1Positive#Staff
902,"Good services from all staffs, nurses & Dr Zaidi.",,,1Positive#Staff
903,"Thank you Dr. Yang Chin Huat-Ngeyu and Dr. Yang Jin Rong and all the said nurses for the excellent and splendour services and help provided.
Of all thanks too to the Customer Relation Sharon for the time given to me during the stay.",,,1Positive#Staff
904,"Thank god, still under treatment with Dr.Ma for my Systemic lupus erythematosus. luckily Dr.Ma make a fully checkup on me then get to find out on the Systemic lupus erythematosus. All nurses in ward 3B so nice & fast. Really feel be in a supportive environment. The food also good. Great job Hospital Pantai Melaka",,,1Positive#Staff#Treatment
905,"Dr Abu Bakar (3rd visit)
Explanation about medical report with detail,
Nurses: Saro, Wendy & Nadia..all the nurses give a good co-operation, friendly, very helpful",,,1Positive#Staff#Treatment
906,"Thanks Dr. Vincent, Dr. Lim and all nurses. Great services and helpful, will recommend to my friends & relative.",,,1Positive#Staff
907,Thanks to Dr Chee and Dr Ong PK for the good service. Thanks also to all the staff in surgical ward for friendly and helpful service.,,,1Positive#Staff
908,"Thanks, to Dr. Vincent and all the nurses who took good care of me and my baby. Good service.",,,1Positive#Staff
909,Thanks to Dr. Kavitha and clinic nurses Ms Foong very helpful and kind nurses to assist patients very well. Rest services is good,,,1Positive#Facilities#Staff
910,"Thank you to Dr Hanisah and the labour room nurses Nur Faizun,Roszilawati ,noorshohaila and the whole team in level 2. Appreciate on their care and support with helping out during the whole labour process despite waiting for long hours.",,,1Positive#Staff#Treatment
911,Thanks Dr RengSen and nurses for the good service for my mother,,,1Positive#Staff
912,Thanks to Dr. Yang Khuan Fuat. For your good service.,,,1Positive#Staff
913,Thanks to doctor and all the nurses for good service. room clean and very comfortable and the food also good,,,1Positive#Facilities#Staff
914,"Martini - She was very gentle, very cooperative and understanding. She gave the best she could whenever i came, despite her business. Her advice was so good and calming me at the same time.",,,1Positive#Staff
915,Here I would like to say thank you to all the doctors and nurses who have taken care of me.Thank you for good treatment and friendly staff services. I really appreciate your dedication for work,,,1Positive#Staff
916,"Dr. Guan is a excellent, responsible and very confidence doctor. Explanations clear, and full of confidence. I have full confidence and trust in him. …",,,1Positive#Staff#Treatment
917,"Great service. My mum had a good experience with
Dr Abu Bakar Ab Rahman (consultant Neurologist Suite 25). He  and his staff run the clinic efficiently. …",,,1Positive#Staff
918,Thank you Dr khairussaleh and all the nurse’s for the good service,,,1Positive#Staff
919,"Million thanks to Dr Tan Geok Kee and all Obstetrics & Gynaecology Staff,ED Team,Front office.",,,1Positive#Staff
920,"Great doctor, staffs. Services were excellent. Thump up and keep up the great jobs",,,1Positive#Staff
921,"Thanks Dr Lim Eng Seng and all the nurse. You are all very friendly and helpful. As a patient, we feel no worry here.",,,1Positive#Staff
922,"The hospitality was very good. Staffs also very professional (paeds ward). Looking forward to recommend others in future. Dr Ava was very helpful, soft spoken, explain in details about the condition and very easy to understand. Thank you Pantai Hospital Ayer Keroh",,,1Positive#Staff#Treatment
923,Excellent services from Dr Lim Eng Seng and all the staff . All the staff very friendly . Thank you indian service staff can speak Chinese.,,,1Positive#Staff
924,"All staffs are friendly. Clinic nurse is nice as well. Special thanks to Dr Lim Kien Chien. He is patience and explained everything in a clear manner. Most importantly, he always gives support to the patient which really helps a lot. In short, recommended Dr Lim if you seeking for a cardiologist",,,1Positive#Staff#Treatment
925,"I came here to see Dr. Tay Hui Sian, I find it surprisingly that she's good in explanation about my condition and try to understand from my situation. She's kind of very careful to diagnosed my condition,and she even try to find out",,,1Positive#Staff#Treatment
926,Thank you Dr Yang KF and all the nurses for the good service rendered to me in the ward.,,,1Positive#Staff
927,"Thanks to Doc Vincent, Doc Vishnu, Nurse Sylvia, Nurse Syamsul Azlina and Customer Relation Sharon Anthony for the good service. Thanks",,,1Positive#Staff
928,Thanks to DR Riaz for the good service and also thanks to all the nurses,,,1Positive#Staff
929,"Appreciate all the staff nurses here especially Sylvia
And Tan huay xin for their help during my stays at hospital. Response very fast and very friendly. …",,,1Positive#Staff
930,"All nurses & staffs are  very helpful, friendly & kind during my stay in hospital especially Nurse Nordiana . & very friendly of Puan Lina . Thanks to all nurse here 832B , sorry not mention all names here . Thank to Dr Hwang , very kind",,,1Positive#Staff
931,Thanks to Dr Shanker and the Nurse team for the good service.,,,1Positive#Staff
932,"Thank you so much to our Dr Hanisah and teammate,
Staff Nurse from Labour Room(O and G) Shahanim,Rashidah, Syajaratudduur, Sylvia, and Kaetling. …",,,1Positive#Staff
933,"Effective. The nurses all well trained, good manners , and well disciplined. The shift.staff already all fantastic and superb.",,,1Positive#Staff
934,"Thanks a lot to all HDU staffs.
They are very friendly and helpful. Dr.Hayati also give a good explanation.",,,1Positive#Staff
935,"Dr. Daniel who take part and all the nurses Blok B Ward 3, during my son hospitalized, give us careful treatment, clean environment, kind service, so please accept my most sincere thanks.",,,1Positive#Facilities#Staff#Treatment
936,Thanks to doctor tan geok Kee is my best doctor delivery my third baby (3 sons also with Dr tan) recommended & staff nurse at the labour room. very best. noorsuhaila. shahanim. syamsul azlina,,,1Positive#Staff#Treatment
937,"I started receiving treatment from Dr Abu Bakar since 2013 for my epilepsy. Dr Abu Bakar way of treatment is easy to understand during consultation. Other than that, nurse Saro, Nurse Nadia and Nurse Wendy also friendly in handling patients that come for consultant.",,,1Positive#Staff#Treatment
938,Very good service from Dr Ahmad Riaz and all the staff in C4 ward. Thank you so much.,,,1Positive#Staff
939,We would thanked for Dr.Ravi Kumar & his nurse Ms.Angie who really help us. For the hospital environment & clean part for overall quit good but coming to room clean & toilet clean need more improvement.,,,1Positive#Facilities#Staff
940,Just give birth here few days ago. Thanks to Dr Vishnu and team. Labour room and O and G ward staff are very friendly and helpful.  Overall experience very good.,,,1Positive#Staff#Treatment
941,Thank you Dr Tay MH and Dr Chow and all the good ICU nurses  for the excellent service,,,1Positive#Staff#Treatment
942,Dr sani and Dr Lee CM excellence. Very fast on treating my son. Nurses fast response to anything we ask them. Thank you so much to all staff in pantai hospital,,,1Positive#Staff#Treatment
943,"I wish to express my gratitude to Dr Chow Yok Wai and all the nurses in ward number 3 for taking good care of my through out my medication for these 4 days. May Almighty blessed you with happiness, wealth and good health.",,,1Positive#Staff
944,Thanks to all the nurse especially Junaidah. She is very patient and nice to all the patients.,,,1Positive#Staff
945,The nurses have been excellent. Staff nurse Liyana has been very helpful. It is never a pleasant experience to be in hospital but the nurses have made things easier for me.,,,1Positive#Staff
946,"Very good responsive staff and nurses
Doctor is excellent precise what need to be done.
Clean and well taken care environment. Responsive to medical assistance required after operation",,,1Positive#Staff
947,Thanks Dr Leong CK and staff nurse Nurizzaisma for their goods service.,,,1Positive#Staff
948,"Dr toh is a friendly doctor, kind to patients, well and detailed explanation to patient’s condition too.",,,1Positive#Staff#Treatment
949,Dr Shaharudin bin Muhammad Hashim from ENT department & Dr Abu Bakar consultation from Neurology is very thorough in consultation and answer all my questions with satisfying answer. All the staff is very friendly & treat patient with proper care. Looking forward to my next appointment.,,,1Positive#Staff#Treatment
950,"Thank you very much for dr. T. Ravikumar who already did a perfect colon surgery and treatment for me, all nurses and Pantai hospital staff who already take care for me during my hospitalizations from 06 Jun 2021 until 18 Jun 2021. …",,,1Positive#Staff
951,Very good neurologist Dr Abu Bakar b Abdul Rahman. Very pleasant and informative. The staff are very helpful and friendly.,,,1Positive#Staff
952,I am happy and satisfied with Dr Tay MH service and treatment for me.Nurses are all friendly and helpful.Took good care of me in HDU.Thank you to all of you.,,,1Positive#Staff#Treatment
953,"I got a full body health screening done in Pantai Melaka and the service given was excellent. The staff were friendly and helpful; the doctors were thorough and detailed in their input of the report and checks, they were also able to address my queries.",,,1Positive#Staff#Treatment
954,A big round of applause to all staff at this hospital. It seem my decision to transfer here from government hospital is a good one. I want to thank you to dr. Zaidi for taking care of my wound and fracture. Wound care team did a great job …,,,1Positive#Staff#Treatment
955,Thanks to Dr Ravi and all the nurses for good service. the room clean and very comfortable and the food also good,,,1Positive#Facilities#Staff
956,Service has always my been impeccable for me dad to mum and now me. Couldn't ask for any bettter doctors. Chérs Pantai Hospital Melaka team ,,,1Positive#Staff
957,Dr Tay Hui Sian well explained regards to mother's condition. She is friendly and very responsible person. Highly recommend her service to others. Nurses service is good also.,,,1Positive#Staff
958,Very good service by the nurses here especially Ms. Shuadah and Ms. Shazril nur Idayu.... And Dr. Vishnu thank you so much for everything ,,,1Positive#Staff
959,Thanks to the nurses at labour room especially Pn Syamsul Azlina and Githara. They are very kind and caring. Thanks to Dr Vincent too.,,,1Positive#Staff
960,Thanks to Dr Khairussaleh and Dr Khai who was conduct my hernia surgery successfully.  On top of that thanks to all nurses that give fantastic service during my warded.,,,1Positive#Staff#Treatment
961,Excellence service by dr nonis n oncology team as Ah n Liza also good friendly,,,1Positive#Staff
962,"As a first time parents, nurses are helpful in assisting my wife and also our newborn baby. Kudos to nurse Kaetling who assisted my wife throughout the whole delivery process, nurse Azilah that taught and guided my wife on breastfeeding our …",,,1Positive#Staff
963,"Really good services provided  by Dr Tan Geok Kee and Dr Lim Bee You and staff nurses
- Tan Huay Xin …",,,1Positive#Staff
964,Thanks to Dr Chuah and Dr Yang KF for the good service.Thanks also to all the nurses for the satisfaction service too.,,,1Positive#Staff
965,"excellent service for doctor and all the staff here!! special thanks to Dr Idayu for my smooth delivery, Dr Lim BY, consultant paediatrician for such a very good explaination for my babyy, audiologist, all the staff nurses in labour room",,,1Positive#Staff#Treatment
966,Thank you for Dr.Shankar and all the nurse for take care of me,,,1Positive#Staff
967,"Thanks to doctor and all who take care of me especially doctor Pravin and all nurses Tan Huay Xin, Amalina, Nurul Asikin, Khairun Nadirah.",,,1Positive#Staff
968,Thanks to Dr Yeow Chai and all the nurses especially staff nurse Nur Hazirah for cleaning  my wound and taking good care of me. Food served delicious The room is comfortable and clean.Thanks for the good service.,,,1Positive#Facilities#Staff
969,Professional services with well manage flow through out  the entire vaccination process. Clean environments that give a high confidence in terms of hygiene. Good experience overall,,,1Positive#Facilities
970,"Thank you so much Sherween from customer service team for making it possible for my mom to have this first consultation online with Dr. Yeow Chai.
The 1st best doctor that she met was also from Pantai Hospital. He did the first hip replacement operation for my mom more than 10 years ago and now
I thank God for sending Dr Yeow Chai to do the 2nd operation so successfully on the same leg about 2 years ago.
He is the second best doctor that I have ever met. He is kind, so patient, understand and helpful.
Thank you sooo much doctor for willing to have this first consultation online.
my mom now feels much much better after the consultation.
Thank you once again Sherween and Dr Yeow Chai for being so helpful",,,1Positive#Staff
971,"Nice and clean environment with clear protocol.
Dr Lim Kien Chien provided a very professional consultation, and support team services are superb.",,,1Positive#Facilities#Staff
972,Thank you Dr Ong PK and all the caring nurses for the excellent service.,,,1Positive#Staff
973,"Good service from onclogy dept.Dr Nonis and his staff Asnah, Liza.",,,1Positive#Staff
974,"Thank you so much service in Pantai Hospital Air Keroh Melaka..
Very helpful and caring medical angels providing such a great efficient service in the ward.. …",,,1Positive#Staff
975,I had my delivery with Dr Hanisah. It was a pleasant experience with her. Will definitely come back for her service! Overall good service with friendly Doctors and Nurses here. Thank you,,,1Positive#Staff
976,"From start to finish, treated with respect and courtesy. Dr. Lim Bee Yoo explained everything in detail. All staff friendly and professional. I would recommend this hospital. …",,,1Positive#Staff
977,Good service from Dr Lim Kien Chien. He explained very clear and very hard working person and very considerate towards me due to my financial constraint and sincere thanks to all the staff nurses and all others staff also.,,,1Positive#Staff
978,Thank you Dr Yew BS and Dr Lim ES and all the nurses for the good service,,,1Positive#Staff
979,"Thanks to Dr Tay Hui Sian for the excellent service, highly recommend  to others for her great service and professional expertise. Thanks also to all the wonderful nurses for the good help in caring for my grandfather.",,,1Positive#Staff
980,"Thank you so much for first class service in Pantai Hospital Air Keroh..
Very helpful and caring medical angels providing such a great efficient service in the ward.. …",,,1Positive#Staff
981,"Patient 341C. Dr Tay Hui Sian is very attentive and patience in explaining my father’s condition and doing the thorough checking. Speech therapist (Ms Kai Lea) is really superb and very nice person, as well to our physio therapists. Kudos …",,,1Positive#Staff
982,Thank you Dr Lim AT and all the nurses for your help and service for my mother.,,,1Positive#Staff
983,Thanks to Dr Tay M.H and all the staffs for the good services.,,,1Positive#Staff
984,"Thank you shahanim for the nice service when u arrive in the labour room, dr Vishnu is the best gynae I have ever meet.",,,1Positive#Staff#Treatment
985,Thanks Dr Fabian and all nurses for the excellent service for my mother.,,,1Positive#Staff
986,"Mom undergo total hip replacement operation with DR YEOW CHAI. everything going smooth, and the service is good and valuable with the payment . …",,,1Positive#Staff#Treatment
987,Thank you Dr Lim Ah Tee and all the staff nurses and staff for the great service,,,1Positive#Staff
988,Good service. All staffs are very friendly and helpful! Kudos to Pantai Hospital Melaka Management I’ve a memorable vaccine experience,,,1Positive#Staff
989,"Very good service from  Pantai Hospital....special thanks to Dr.Hanisah and teams....Thank you to all  nurses especially to Nusyafiqah,Nor Liyani and Siti and Nadzirah.",,,1Positive#Staff
990,"The doctor is really professional, the services given are really nice.",,,1Positive#Staff
991,The services really good n the nurses are very friendly exsepcially when give medicine. They also very good when explaining about my daughter condition. All the nurses at night shift and noon all very nice.,,,1Positive#Staff
992,"This is my thirdtime in this hospital. Good service from Dr. Ahmad Riaz, Dr Norhayati. Thanks so much to Radziah (SAN 1) , Junaidah (WA) , Farah (SN 2) , Sharon Anthony (CRE) and nurse",,,1Positive#Staff
993,"A big thank you to Dr CK Leong and the dedicated staff of surgical for their amazing care and patience   looking after me through out my stay there.With apology,I can only single out a few as it is difficult remembering all.Big thank you …",,,1Positive#Staff
994,"A big thanks to Dr. Zaidi and his assistant for a good services throughout my time here. Not to forget , the nurses are very polite and helpful for my recovery phase and always check up my condition",,,1Positive#Staff
995,"Don't come here, dont bring ur baby, they will take time 2 to 3 hours just for check only, very bad service,",,,1Negative#Appointments
996,"All Nurse are good service!
Very comfortable!",,,1Positive#Staff
997,"Thank you for the great hospitality to Dr ahmad riaz, Nurse hazelina, junaidah, Nurse filzha nadhira and other nurses and the practical students. Overall I satisfied with the services. Thank you.",,,1Positive#Staff
998,"First of all, a special thanks to Dr. Pravin. He's very knowledgeable and professional. Services and staff in Obstetrics & Gynaecology department was excellent. Always been there whenever I need help. Special mention to Staff nurse Ms. Tan Huay Xin, took a good care of myself and assist me to walk. Awesome hospitality and meals are well served.",,,1Positive#Facilities#Staff
999,"Thanks for Dr Tay HS. She is a good Doctor. Explain  very clear and understand.
From patient Vong Siew Lan. …",,,1Positive#Staff
1000,"Very fast response from emergency team to evaluate and diagnose the problem, smooth admitted to the ward SW1. Big thank to all staff there, ward sister, SN Yogini, WA Junaidah,HA Aminahjan, and all the nurses that give support. OR staff …",,,1Positive#Staff
1001,i came for health medical checkup today.. it’s so comfortable and the process were very smooth.. the services from health screening unit staff’s is superb.. they are very friendly and polite.. definitely would come again for next visit.. keep up guy’s,,,1Positive#Staff
1002,"noorsohaila, rashidah and shahanim provide excellent service during the delivery process. A very cheerful and warm behaviour shown by them makes my wife feel ease and calm her down.. They are also gives fast response to all my calls.. Good …",,,1Positive#Staff
1003,"DR ABU BAKAR AB RAHMAN
FIRST TIME OUR VISIT HERE
THE DOCTOR AND NURSE VERY FRIENDLY AND HELPFUL ,WILL RECOMMEND TO OUR RELATIVE.",,,1Positive#Staff
1004,"Great experience here, the nurses are good. The doctors are friendly. Not to mention the food. Nyummy.",,,1Positive#Facilities#Staff
1005,Very Good service and Thank you to all the nurse's at Wad 4C and special thanks to Dr Rengsen and Team for a successful operation.,,,1Positive#Staff
1006,"Almost 10times already come here for consultation with neurologist Dr Abu Bakar. So friendly and kindful in handling patient. Staff Saro, Wendy and Nadia also friendly and helpful. Every times i ask them question, they will assist you patiently. Thankyou Hospital Pantai Ayer Keroh Malacca!",,,1Positive#Staff
1007,"Had my first baby being delivered here. Everything is okay. The parking if you plan to stay longer, the better as one day charge is RM 8 (RM 2/hour). Everything is good but only issue is single room availability. Only 2 for the whole ward …",,,1Positive#Facilities
1008,Thank you Dr Shankar for the good surgery done for me.Not forgetting thanks also to all the nurses in surgical for their friendly and caring service.,,,1Positive#Staff
1009,"The service is good,the room has a really nice enviroment; from the window I can have a very beautiful green scenery view and its really mind relaxing. The nurses and doctor are also very kind and helpfull.",,,1Positive#Staff
1010,"Ms. Norliana & Norashikin giving a very good service and very helpful.
Doctor Choo given very good explanation for every decision he made for our …",,,1Positive#Staff
1011,"Everything ok but my problem not solve yet. Maybe have to refer other discipline of doctor.
All staff nurse and her assistant very good and kindly person. Customer service …",,,1Positive#Staff
1012,"Thanks Hospital Pantai for the good service. Nurses are helpful, thanks to Miss Chi for the encouragement throughout the process. Thanks Dr Vishnu, a very experienced, kind and humble O and G Dr.",,,1Positive#Staff
1013,Thanks nurse Shahanim because when I still at labour room baby no yet come.out she keep to give me a lot of encourage to let me have independent to push the baby come out. …,,,1Positive#Staff
1014,"Dr. Abu Bakar is very attentive and soft spoken. Very detail in explaining symptoms on my sons condition. Good consultation and advise given, i am satisfied.",,,1Positive#Staff#Treatment
1015,"The service in pantai ayer keroh was super! Staff here are so professional and helpful. The single room was perfect for me and baby. Special thanks to senior nurse, Noorsohaila, she did a very good job, her instruction was very clear during …",,,1Positive#Facilities#Staff
1016,"Thank you Dr Lim Bee You for the Good service for my 2 sons, and also all nurses , especially staff nurse Nur Suhaili , Siti Salmiah, Siti Norkhatijah, and hospital attendant Zaliha & Rosnah.",,,1Positive#Staff
1017,thank you doctor yeow chai and all the nurses for the good service,,,1Positive#Staff
1018,Nurse Noorsohaila and nurse Kaetling is very helpful as I arrived when baby was fully engaged. Thank you both nurses and Dr Vincent for the smooth delivery.,,,1Positive#Staff
1019,"I am very grateful for consultation given by Dr Vishnu. He is a very loving, caring & generous doctor.  I would introduce this doctor to my friends. Thanks to the nurses also. Great services.",,,1Positive#Staff
1020,"Thank you to the team for supporting us through the delivery. Special mention to dr Vincent Tan, dr Lim Bee Woo, sister Siti Irynn Ching and staff nurse Lock Min Jiun.",,,1Positive#Staff
1021,"1st brought my niece to consult. Seen by Dr Abu Bakar. After consult dr, can see the difference in my niece health condition. 2nd visit brought my dad! His explanation for my dad Bell's Palsy is very clear. Satisfy with Dr Abu Bakar",,,1Positive#Staff
1022,"I have to say, Thank you to Dr. Idayu and the team in labour room & all O and G staff.
High quality services with good outcomes! …",,,1Positive#Staff
1023,"My girl was wadded at level 4 room 811 since Wednesday morning. Throughout our stay, all the nurses at level 4 has rendered a excellent services. They were very tactful n friendly at any time we need them.",,,1Positive#Staff
1024,thank you dr. lim ah tee and all nurses for the good service.,,,1Positive#Staff
1025,Dr Chuah and Dr Yang JR gave me an excellent service and good treatment .I would like also to thanks to all the caring nurses who took good care of me.,,,1Positive#Staff
1026,"I would like to thank Dr. Lim Wei Tsair, the physio and all the pediatric ward nurses for taking care and providing the best service to my child. I am very satisfied with the service provided. friendly and dedicated staff. nurse nurul ain",,,1Positive#Staff#Treatment
1027,"Overall the nursing service was excellent, the food and beverage department tailored menu to suit my diet and my Dr Muven was excellent.
The great job was terribly let down by a VERY VERY SERIOUS non compliance of the …",,,1Positive#Facilities#Staff
1028,Thank you to  Dr Lim kc very good services and treatment for my mother and thanks to all friendly nurses and physiotherapist,,,1Positive#Staff
1029,Dr Choo GS and Dr Shankar always concerned about my status whether I have any issue after the operation during their each visit to my ward. …,,,1Positive#Staff
1030,"Many thanks to all nurses and staffs who giving me a comfortable stay in PHAK, special thanks to Dr.Vincent , Zurina and Rashidah .",,,1Positive#Staff
1031,"DR ABUBAKAR
Treatment from dr is very excellent and to my great expectation. Veru soft …",,,1Positive#Staff#Treatment
1032,Thank you Dr Shankar for taking good care for me with the surgery on me  and thanks also to all the nurses and all the student nurses for helping me and give a good service and care.,,,1Positive#Staff
1033,"S1-301D
The nurses here are very kind ever since i’ve been warded here until now",,,1Positive#Staff
1034,Thanks you doctor ravi and nurses for the excellent service,,,1Positive#Staff
1035,"Doctor very knowledgeable and evidence based medicine. Patient recovered and maintained condition.
Nurse very friendly and helpful. Service tip top!",,,1Positive#Staff#Treatment
1036,"Thank you Dr. Norhayati for the patience and kindness in caring for me.
All the nurses who had cared for me too. They were effecient and professional.",,,1Positive#Staff
1037,Tip top service from ward Clerk Surgical Ward 2 and the nurses take of my welfare.Not forgetting those trainee nurses and Cancer Centre staffs as well. Friendly doctor’s Dr. Nonis and Dr.Lim Eng Seng.,,,1Positive#Staff
1038,"This was our secondtime here. Overall Good service. Thanks to Dr Hanisah, Senior Nurse Chi and all their team members. 1 star missing due to they not allow husband to stay overnight.",,,1Positive#Staff
1039,Dr Kim Eng Seng explain clearly to me. Nurses and student friendly.  Good facilities.  Will recommend to my family and friends.,,,1Positive#Staff
1040,"Had my trigger fingger surgery today.  Thank you to the hospital, especially to Dr Fabian and his team.  Good briefing and explanation from Dr Fabian, both before and during surgery. The surgery was fast and 'not scary', accompanied by caring assistants. Thank you",,,1Positive#Staff#Treatment
1041,Thank you so much to Dr Vishnu and nurse isabella,,,1Positive#Staff
1042,Dr chow y w and Dr Tay HS did excellent job for my mom. Team of all excellent. Specially Staff nurse Aina She is really caring and helpful . Thank you to Rekha who can speak Chinese mandarin and visit my mom every day. Thank you so much to have such team,,,1Positive#Staff
1043,"Very fast & good service.
I had uretheric stone it is very painful.
Pantai hospital staff act fast give me pain killer and immediately do the city",,,1Positive#Treatment
1044,"My mother is a patient for Dr. Abu Bakar. Its been a year since she following up to Dr. Abu Bakar. We are so satisfy with the explanation given by the doctor as well as the friendliness of the three staffs over there ( Ms.saro, Ms . Wendy and Ms. Nadia).",,,1Positive#Staff
1045,"Very good service , and detailed explanation. Every single persons involving in the health screening are very patience and professional.  And because we took the full packages that may involve many department. So they will arrange a very nice tour guide who lead us to every department for the every checking.",,,1Positive#Staff#Treatment
1046,Thank you to Dr Dato Fuad and team on success operation... and thank you to all nurses especially Madam Radziah to make patient smile and excellent service.,,,1Positive#Staff#Treatment
1047,"Thanks Dr VISHNU give a good services for my wife to delivery a baby.
Also to thanks SN Nursyafiqah，SSN Chi Chu Bee，SSN Noorsohaila，SSN Kaetling very kindly to helping my wife at Labour Room.",,,1Positive#Staff#Treatment
